Title,Artist,Rank,Peak Position,Last Position,Weeks
"Like, Wow!","Leslie Carter",99,99,0,1
"Too Little Too Late","Barenaked Ladies",100,86,99,4
"No More (Baby I'ma Do Right)","3LW",35,23,30,25
"It Wasn't Me","Shaggy Featuring Ricardo 'RikRok' Ducent",44,1,33,25
"It's Over Now","112",52,6,36,20
"Bow Wow (That's My Name)","Lil Bow Wow",92,21,84,20
"My Everything","98 Degrees",95,34,98,20
"One Woman Man","Dave Hollister",97,44,97,20
"Thank You For Loving Me","Bon Jovi",100,57,100,10
"Ms. Jackson","OutKast",50,1,35,23
"Burn","Jo Dee Messina",94,42,89,20
"Crazy For This Girl","Evan And Jaron",30,15,26,23
"He Loves U Not","Dream",46,2,38,28
"Kryptonite","3 Doors Down",49,3,42,53
"I Did It","Dave Matthews Band",98,71,92,11
"Emotional","Carl Thomas",99,47,91,20
"Independent Women Part I","Destiny's Child",31,1,29,28
"With Arms Wide Open","Creed",41,1,37,47
"Lucky 4 You (Tonight I'm Just Me)","SHeDAISY",89,79,79,3
"Ashes By Now","Lee Ann Womack",93,45,74,17
"By Your Side","Sade",95,75,86,11
"Babylon","David Gray",97,57,94,18
"Tell Her","Lonestar",99,39,96,20
"Cross The Border","Philly's Most Wanted",100,98,98,5
"Beautiful Day","U2",46,21,38,25
"Hemorrhage (In My Hands)","Fuel",47,30,42,22
"This I Promise You","'N Sync",49,5,41,26
"Wild Horses","Garth Brooks",90,50,78,14
"The Call","Backstreet Boys",97,52,83,6
"This Everyday Love","Rascal Flatts",100,56,88,14
"I Just Wanna Love U (Give It 2 Me)","JAY-Z",40,11,30,21
"My First Love","Avant Featuring KeKe Wyatt",79,26,81,20
"A Good Day To Run","Darryl Worley",99,76,86,9
"Get Crunked Up","Iconz Featuring Tony Manshino",100,93,93,5
"Case Of The Ex (Whatcha Gonna Do)","Mya",35,2,23,30
"Liquid Dreams","O-Town",59,10,41,12
"Stronger","Britney Spears",74,11,69,15
"Project Chick","Cash Money Millionaires",91,47,79,13
"Is That Your Chick","Memphis Bleek Featuring Jay-Z & Missy Elliott",92,68,88,13
"So In Love With Two","Mikaila",95,25,87,16
"Oh No","Mos Def & Pharoahe Monch Featuring Nate Dogg",97,83,95,12
"Cha-Cha Slide","Mr. C The Slide Man",100,83,93,10
"Stutter","Joe Featuring Mystikal",1,1,1,11
"Butterfly","Crazy Town",2,2,2,11
"Angel","Shaggy Featuring Rayvon",3,3,3,12
"Again","Lenny Kravitz",4,4,4,18
"Love Don't Cost A Thing","Jennifer Lopez",5,3,5,15
"It's Over Now","112",6,6,8,15
"It Wasn't Me","Shaggy Featuring Ricardo 'RikRok' Ducent",7,1,6,20
"Don't Tell Me","Madonna",8,4,7,15
"Promise","Jagged Edge",9,9,9,13
"Put It On Me","Ja Rule Featuring Lil' Mo & Vita",10,9,10,13
"Crazy","K-Ci & JoJo",11,11,13,15
"If You're Gone","matchbox twenty",12,5,12,22
"Nobody Wants To Be Lonely","Ricky Martin Duet With Christina Aguilera",13,13,14,8
"All For You","Janet",14,14,0,1
"Ms. Jackson","OutKast",15,1,11,19
"Thank You","Dido",16,16,20,10
"Jaded","Aerosmith",17,17,18,8
"I Hope You Dance","Lee Ann Womack",18,14,16,28
"Crazy For This Girl","Evan And Jaron",19,15,17,20
"The Way You Love Me","Faith Hill",20,6,23,46
"Bow Wow (That's My Name)","Lil Bow Wow",21,21,21,15
"Independent Women Part I","Destiny's Child",22,1,15,26
"He Loves U Not","Dream",23,2,19,25
"Southern Hospitality","Ludacris",24,24,24,9
"South Side","Moby Featuring Gwen Stefani",25,25,25,16
"Danger (Been So Long)","Mystikal Featuring Nivea",26,14,22,14
"Could It Be","Jaheim",27,26,29,14
"With Arms Wide Open","Creed",28,1,26,45
"No More (Baby I'ma Do Right)","3LW",29,27,27,20
"Hanging By A Moment","Lifehouse",30,30,40,6
"Around The World (La La La La La)","ATC",31,31,31,6
"Ride Wit Me","Nelly Featuring City Spud",32,32,43,4
"Kryptonite","3 Doors Down",33,3,28,50
"One More Day","Diamond Rio",34,34,36,9
"You Shouldn't Kiss Me Like This","Toby Keith",35,32,32,12
"Who I Am","Jessica Andrews",36,36,37,8
"But For The Grace Of God","Keith Urban",37,37,44,13
"Beautiful Day","U2",38,21,33,24
"Stranger In My House","Tamia",39,38,38,10
"I Just Wanna Love U (Give It 2 Me)","JAY-Z",40,11,30,21
"This I Promise You","'N Sync",41,5,39,25
"Hemorrhage (In My Hands)","Fuel",42,30,34,21
"Survivor","Destiny's Child",43,43,0,1
"Breathless","The Corrs",44,44,45,8
"A Long Walk","Jill Scott",45,45,46,6
"Love","Musiq Soulchild",46,46,50,5
"Who's That Girl?","Eve",47,47,47,5
"After Party","Koffee Brown",48,48,48,10
"Never Had A Dream Come True","S Club 7",49,49,49,3
"Heard It All Before","Sunshine Anderson",50,50,55,2
"You Make Me Sick","P!nk",51,33,41,11
"If My Heart Had Wings","Faith Hill",52,52,52,7
"Free","Mya",53,42,42,7
"Ashes By Now","Lee Ann Womack",54,45,51,15
"Oochie Wally","QB Finest Featuring Nas & Bravehearts",55,55,63,3
"I'm Like A Bird","Nelly Furtado",56,56,57,3
"It's A Great Day To Be Alive","Travis Tritt",57,57,61,3
"There Is No Arizona","Jamie O'Neal",58,40,53,13
"Missing You","Case",59,59,78,6
"Follow Me","Uncle Kracker",60,60,72,2
"Outside","Aaron Lewis Of Staind With Fred Durst",61,56,56,8
"Drive","Incubus",62,60,67,5
"Burn","Jo Dee Messina",63,42,54,16
"Don't Talk","Jon B",64,58,66,5
"Best I Ever Had (Grey Sky Morning)","Vertical Horizon",65,65,65,3
"One More Time","Daft Punk",66,66,69,6
"Ain't Nothing 'Bout You","Brooks & Dunn",67,67,77,2
"So Fresh, So Clean","OutKast",68,68,68,3
"Don't Happen Twice","Kenny Chesney",69,69,82,2
"Thank You For Loving Me","Bon Jovi",70,57,60,5
"Maybe I Deserve","Tank",71,71,0,1
"Yellow","Coldplay",72,72,73,2
"Just Another Girl","Monica",73,64,64,4
"She Misses Him","Tim Rushlow",74,74,0,1
"If I Fall You're Going Down With Me","Dixie Chicks",75,75,0,1
"Pour Me","Trick Pony",76,76,80,7
"Drops Of Jupiter (Tell Me)","Train",77,77,0,1
"Wild Horses","Garth Brooks",78,50,62,13
"My First Love","Avant Featuring KeKe Wyatt",79,26,81,20
"Lucky 4 You (Tonight I'm Just Me)","SHeDAISY",80,80,0,1
"Soul Sista","Bilal",81,71,71,8
"I Did It","Dave Matthews Band",82,71,75,8
"The Call","Backstreet Boys",83,52,58,5
"One Step Closer","Linkin Park",84,75,79,6
"One Woman Man","Dave Hollister",85,44,70,15
"Change The Game","Jay-Z, Beanie Sigel And Memphis Bleek",86,86,87,7
"Emotional","Carl Thomas",87,47,76,17
"This Everyday Love","Rascal Flatts",88,56,85,13
"Look At Us","Sarina Paris",89,89,89,4
"Babylon","David Gray",90,57,84,16
"My Everything","98 Degrees",91,34,83,15
"By Your Side","Sade",92,75,94,9
"Tell Her","Lonestar",93,39,88,18
"Bizounce","Olivia",94,94,0,1
"Lady (Hear Me Tonight)","Modjo",95,82,90,11
"Chickenhead","Project Pat",96,96,96,3
"Take It To Da House","Trick Daddy Featuring The SNS Express",97,97,99,2
"Cross The Border","Philly's Most Wanted",98,98,98,3
"A Good Day To Run","Darryl Worley",99,76,86,9
"Get Crunked Up","Iconz Featuring Tony Manshino",100,93,93,5
"Case Of The Ex (Whatcha Gonna Do)","Mya",35,2,23,30
"Liquid Dreams","O-Town",59,10,41,12
"Stronger","Britney Spears",74,11,69,15
"Project Chick","Cash Money Millionaires",91,47,79,13
"Is That Your Chick","Memphis Bleek Featuring Jay-Z & Missy Elliott",92,68,88,13
"So In Love With Two","Mikaila",95,25,87,16
"Oh No","Mos Def & Pharoahe Monch Featuring Nate Dogg",97,83,95,12
"Cha-Cha Slide","Mr. C The Slide Man",100,83,93,10
"My Next Thirty Years","Tim McGraw",62,27,58,20
"Loser","3 Doors Down",70,55,73,20
"Born To Fly","Sara Evans",86,34,81,20
"Snoop Dogg","Snoop Dogg",91,77,90,5
"I Lost It","Kenny Chesney",92,34,89,20
"X","Xzibit",99,76,91,10
"Rollin'","Limp Bizkit",100,65,96,17
"What's Your Fantasy","Ludacris Featuring Shawnna",47,21,41,22
"I Wish","R. Kelly",48,14,46,22
"Just Friends (Sunny)","Musiq",68,31,58,20
"Shape Of My Heart","Backstreet Boys",70,9,62,20
"We Danced","Brad Paisley",86,29,83,20
"Still On Your Side","BBMak",92,54,82,9
"You All Dat","Baha Men With Imani Coppola",97,94,96,4
"Georgia","Carolyn Dawn Johnson",100,98,98,5
"E.I.","Nelly",38,15,37,20
"Without You","Dixie Chicks",54,31,51,20
"Most Girls","P!nk",46,4,39,27
"Dance With Me","Debelah Morgan",49,8,33,29
"Just Another Day In Paradise","Phil Vassar",79,35,74,20
"Mamacita","Public Announcement",90,39,82,8
"911","Wyclef Jean Featuring Mary J. Blige",96,38,85,19
"www.memory","Alan Jackson",99,45,89,15
"Stan","Eminem Featuring Dido",100,51,93,15
"Gotta Tell You","Samantha Mumba",36,4,29,22
"Meanwhile Back At The Ranch","The Clark Family Experience",91,80,85,12
"You Should've Told Me","Kelly Price",92,64,93,20
"Oklahoma","Billy Gilman",94,63,94,13
"How Many Licks?","Lil' Kim Featuring Sisqo",96,75,96,9
"She Bangs","Ricky Martin",100,12,92,18
"Pinch Me","Barenaked Ladies",44,15,34,21
"Between Me And You","Ja Rule Featuring Christina Milian",53,11,42,20
"My Baby You","Marc Anthony",90,70,91,20
"Girls Dem Sugar","Beenie Man Featuring Mya",95,54,84,15
"Liar","Profyle",99,14,94,20
"The Itch","Vitamin C",100,45,95,9
"Music","Madonna",44,1,29,24
"Bent","matchbox twenty",48,1,38,39
"The Little Girl","John Michael Montgomery",74,35,74,20
"Feels Like Love","Vince Gill",89,52,91,20
"Original Prankster","The Offspring",92,70,89,9
"Can't Fight The Moonlight","LeAnn Rimes",93,71,87,20
"Thank You In Advance","Boyz II Men",97,80,92,4
"A Little Gasoline","Terri Clark",99,75,99,6
"Bouncing Off The Ceiling (Upside Down)","A*Teens",100,93,93,3
"Don't Think I'm Not","Kandi",41,24,36,24
"Best Of Intentions","Travis Tritt",48,27,49,22
"You're A God","Vertical Horizon",49,23,48,21
"Go On","George Strait",97,40,0,20
"Bounce With Me","Lil Bow Wow Featuring Xscape",100,20,0,20
"The Christmas Shoes","NewSong",42,42,68,2
"Where Are You Christmas?","Faith Hill",65,65,0,1
"Open My Heart","Yolanda Adams",89,57,79,20
"I Know","Sunday",98,98,98,2
"Kiss This","Aaron Tippin",99,42,97,20
"All Good?","De La Soul Featuring Chaka Khan",100,96,96,3
"Bag Lady","Erykah Badu",66,6,56,20
"My Love Goes On And On","Chris Cagle",91,76,83,11
"Give Me Just One Night (Una Noche)","98 Degrees",94,2,93,20
"If I Am","Nine Days",100,68,94,5
"No More","Ruff Endz",38,5,33,26
"Come On Over Baby (All I Want Is You)","Christina Aguilera",44,1,43,21
"Shake Ya Ass","Mystikal",58,13,42,20
"It's My Life","Bon Jovi",87,33,85,20
"Straight Up","Chante Moore",98,83,97,9
"Do You","Funkmaster Flex Featuring DMX",100,91,94,7
"Jumpin', Jumpin'","Destiny's Child",39,3,35,32
"Incomplete","Sisqo",46,1,32,26
"(Hot S**t) Country Grammar","Nelly",49,7,36,34
"Faded","SoulDecision Featuring Thrust",50,22,45,24
"That's The Kind Of Mood I'm In","Patty Loveless",91,71,85,14
"What Means The World To You","Cam'ron",92,83,95,10
"Pop Ya Collar","Usher",93,60,79,7
"You Won't Be Lonely Now","Billy Ray Cyrus",95,80,89,13
"Spanish Guitar","Toni Braxton",98,98,98,3
"Bad Boyz","Shyne Featuring Barrington Levy",100,57,96,15
"Last Resort","Papa Roach",72,57,57,20
"Just Be A Man About It","Toni Braxton",90,32,89,20
"That Other Woman","Changing Faces",97,64,85,11
"The Light","Common",99,44,93,19
"Where I Wanna Be","Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt",100,95,99,5
"Higher","Creed",49,7,50,57
"Who Let The Dogs Out","Baha Men",84,40,78,20
"There You Are","Martina McBride",92,60,82,13
"Summer Rain","Carl Thomas",95,80,94,11
"Sleepwalker","The Wallflowers",96,73,90,6
"Californication","Red Hot Chili Peppers",97,69,89,19
"Aaron's Party (Come Get It)","Aaron Carter",100,35,92,15
"Doesn't Really Matter","Janet",41,1,40,24
"Wonderful","Everclear",45,11,39,21
"He Wasn't Man Enough","Toni Braxton",48,2,41,37
"Back Here","BBMak",49,13,45,31
"I Will...But","SHeDAISY",87,43,85,20
"Change Your Mind","Sister Hazel",98,59,96,20
"Treat Her Like A Lady","Joe",100,63,99,17
"Deep Inside Of You","Third Eye Blind",93,69,95,12
"Hey Papi","Jay-Z Featuring Memphis Bleek & Amil",94,76,88,15
"Don't Call Me Baby","Madison Avenue",97,88,90,20
"Souljas","Master P",98,98,0,1
"It's Always Somethin'","Joe Diffie",100,57,99,14
"I Need You","LeAnn Rimes",41,11,30,25
"Let's Make Love","Faith Hill With Tim McGraw",91,54,88,14
"Country Comes To Town","Toby Keith",93,54,95,15
"What You Want","DMX Featuring Sisqo",100,49,99,20
"Breathe","Faith Hill",47,2,48,53
"Absolutely (Story Of A Girl)","Nine Days",48,6,41,27
"Desert Rose","Sting Featuring Cheb Mami",49,17,42,26
"That's The Way","Jo Dee Messina",59,25,51,20
"Taking You Home","Don Henley",87,58,87,20
"It Must Be Love","Alan Jackson",89,37,84,20
"I Wanna Know","Joe",45,4,32,44
"Everything You Want","Vertical Horizon",50,1,47,41
"The Way I Am","Eminem",86,58,89,10
"Could I Have This Kiss Forever","Whitney Houston & Enrique Iglesias",97,52,0,19
"Toca's Miracle","Fragma",99,99,0,1
"Your Everything","Keith Urban",100,51,96,16
"Try Again","Aaliyah",43,1,36,32
"It's Gonna Be Me","'N Sync",48,1,38,25
"What About Now","Lonestar",69,30,61,20
"Callin' Me","Lil' Zane Featuring 112",95,21,84,13
"One Voice","Billy Gilman",97,38,95,19
"Lucky","Britney Spears",100,23,86,11
"Wifey","Next",35,7,25,21
"Let's Get Married","Jagged Edge",47,11,36,24
"What'Chu Like","Da Brat Featuring Tyrese",68,26,68,20
"I Think I'm In Love With You","Jessica Simpson",96,21,89,16
"Can't Go For That","Tamia",97,84,88,5
"You'll Always Be Loved By Me","Brooks & Dunn",98,55,100,19
"There You Go","P!nk",44,7,46,32
"The Next Episode","Dr. Dre Featuring Snoop Dogg",58,23,52,20
"Whatever","Ideal Featuring Lil' Mo",90,47,92,18
"I Wanna Be With You","Mandy Moore",99,24,94,17
"Purest Of Pain (A Puro Dolor)","Son By Four",35,26,39,26
"You Sang To Me","Marc Anthony",44,2,40,32
"I Will Love Again","Lara Fabian",96,32,89,17
"Sour Girl","Stone Temple Pilots",98,78,94,13
"Pull Over","Trina",100,93,96,4
"Dance Tonight","Lucy Pearl",92,36,86,19
"I Disappear","Metallica",95,76,89,20
"Simple Kind Of Life","No Doubt",98,38,100,13
"Ta Da","Lil' Mo",99,95,95,7
"I'll Be","Reba McEntire",100,51,94,20
"Prayin' For Daylight","Rascal Flatts",77,38,72,20
"The Hardest Part Of Breaking Up (Is Getting Back Your Stuff)","2Gether",92,87,87,3
"Baby U Are","Gerald Levert",96,89,96,5
"No Matter What They Say","Lil' Kim",97,60,90,10
"When You Need My Love","Darryl Worley",99,75,86,15
"I Turn To You","Christina Aguilera",50,3,43,22
"Separated","Avant",51,23,40,20
"Flowers On The Wall","Eric Heatherly",89,50,83,20
"The Real Slim Shady","Eminem",98,4,88,19
"Kernkraft 400","Zombie Nation",99,99,99,2
"Smooth","Santana Featuring Rob Thomas",48,1,46,58
"Big Pimpin'","Jay-Z Featuring UGK",50,18,41,20
"Where I Wanna Be","Donell Jones",62,29,55,20
"Broadway","Goo Goo Dolls",87,24,85,20
"As We Lay","Kelly Price",89,64,82,8
"Oops!...I Did It Again","Britney Spears",96,9,90,20
"The One","Backstreet Boys",100,30,93,15
"Cold Day In July","Dixie Chicks",91,65,84,10
"The Chain Of Love","Clay Walker",95,40,94,20
"West Side Story","LFO",96,84,88,4
"I Think God Can Explain","Splender",100,62,95,12
"I Try","Macy Gray",46,5,40,27
"Amazed","Lonestar",50,1,45,55
"Yes!","Chad Brock",59,22,53,20
"Better Off Alone","Alice Deejay",86,27,79,20
"Crash And Burn","Savage Garden",87,24,73,20
"Imagine That","LL Cool J",98,98,99,2
"Be With You","Enrique Iglesias",28,1,24,20
"Swear It Again","Westlife",56,20,45,20
"Same Script, Different Cast","Whitney Houston & Deborah Cox",91,70,88,9
"Some Things Never Change","Tim McGraw",93,58,70,14
"Got It All","Eve & Jadakiss",95,88,91,5
"Wobble Wobble","504 Boyz",96,17,92,18
"Thong Song","Sisqo",46,3,43,28
"Maria Maria","Santana Featuring The Product G&B",47,1,48,26
"I Wish","Carl Thomas",67,20,52,20
"Unconditional","Clay Davidson",83,49,63,20
"Shackles (Praise You)","Mary Mary",94,28,84,20
"Crybaby","Mariah Carey Featuring Snoop Dogg",95,28,90,7
"Best Of Me","Mya Featuring Jadakiss",97,50,94,17
"Cherchez LaGhost","Ghostface Killah",98,98,0,1
"Take That","Torrey Carter Featuring Missy 'Misdemeanor' Elliott",99,86,87,7
"Dancing Queen","A*Teens",100,95,95,5
"Say My Name","Destiny's Child",47,1,43,32
"Couldn't Last A Moment","Collin Raye",89,43,73,20
"Mirror Mirror","M2M",96,62,90,18
"Shut Up","Trick Daddy Featuring Duece Poppito, Trina, Co",97,83,92,11
"3 Little Words","Nu Flavor",98,89,97,9
"Someday Out Of The Blue","Elton John",99,49,94,15
"It's So Hard","Big Punisher Featuring Donell Jones",100,75,98,15
"She's More","Andy Griggs",85,37,77,20
"Buy Me A Rose","Kenny Rogers With Alison Krauss & Billy Dean",91,40,88,20
"What I Need To Do","Kenny Chesney",95,56,93,17
"Carlene","Phil Vassar",100,45,0,20
"Party Up (Up In Here)","DMX",43,27,46,21
"Monica","Before Dark",100,77,91,9
"Otherside","Red Hot Chili Peppers",45,14,29,22
"More","Trace Adkins",92,65,83,11
"You Owe Me","NAS Featuring Ginuwine",96,59,95,16
"Got Beef","Snoop Dogg Presents Tha Eastsidaz Featuring Jayo Felony And Blaqthoven",99,99,99,2
"Riddle","En Vogue",100,92,97,4
"Bye Bye Bye","'N Sync",40,4,34,23
"It Feels So Good","Sonique",49,8,38,24
"Only God Knows Why","Kid Rock",78,19,69,20
"Graduation (Friends Forever)","Vitamin C",87,38,57,12
"Been There","Clint Black With Steve Wariner",100,44,95,20
"Feelin' So Good","Jennifer Lopez Featuring Big Pun & Fat Joe",96,51,82,17
"Whoa!","Black Rob",97,43,93,17
"Goodbye Earl","Dixie Chicks",98,19,96,15
"Back At One","Mark Wills",99,36,98,20
"That's What I'm Looking For","Da Brat",100,56,94,18
"Never Let You Go","Third Eye Blind",46,14,45,22
"Love's The Only House","Martina McBride",90,42,92,20
"Nothing As It Seems","Pearl Jam",91,49,93,6
"Another Nine Minutes","Yankee Grey",95,74,88,8
"I'm Outta Love","Anastacia",97,92,0,3
"Whistle While You Twurk","Ying Yang Twins",99,74,99,14
"Give Me You","Mary J. Blige",100,68,0,9
"Show Me The Meaning Of Being Lonely","Backstreet Boys",47,6,45,24
"I Need To Know","Marc Anthony",48,3,48,40
"How Do You Like Me Now?!","Toby Keith",54,31,52,20
"The Best Day","George Strait",62,31,53,20
"No Me Dejes De Querer","Gloria Estefan",77,77,0,1
"I Don't Wanna","Aaliyah",86,35,83,20
"I Like It","Sammie",89,24,91,20
"From The Bottom Of My Broken Heart","Britney Spears",90,14,86,20
"Lessons Learned","Tracy Lawrence",100,40,99,20
"I Knew I Loved You","Savage Garden",47,1,46,33
"Forgot About Dre","Dr. Dre Featuring Eminem",82,25,80,20
"Me Neither","Brad Paisley",92,85,90,4
"This Time Around","Hanson",95,20,71,7
"The Bad Touch","Bloodhound Gang",98,52,96,12
"Love Sets You Free","Kelly Price & Friends",100,91,98,4
"Get It On Tonite","Montell Jordan",42,4,30,32
"Falls Apart","Sugar Ray",100,29,98,20
"That's The Way It Is","Celine Dion",42,6,35,28
"I Belong To You","Lenny Kravitz",93,71,90,9
"No Mercy","Ty Herndon",96,92,95,8
"Another Dumb Blonde","Hoku",100,27,80,14
"I Don't Wanna Kiss You Goodnight","LFO",91,61,73,5
"Untitled (How Does It Feel)","D'Angelo",94,25,79,17
"I Need A Hot Girl","Hot Boys",100,65,95,13
"Bring It All To Me","Blaque",42,5,32,29
"All The Small Things","Blink-182",43,6,41,23
"What A Girl Wants","Christina Aguilera",44,1,39,24
"Back At One","Brian McKnight",48,2,40,37
"Real Live Woman","Trisha Yearwood",91,81,81,6
"Where You Are","Jessica Simpson Featuring Nick Lachey",93,62,76,6
"Left, Right, Left","Drama",96,73,98,13
"Mr. Too Damn Good","Gerald Levert",97,76,88,8
"It Was","Chely Wright",98,64,85,10
"U Don't Love Me","Kumbia Kings Featuring A.B. Quintanilla",100,62,89,10
"I Learned From The Best","Whitney Houston",82,27,73,11
"Smile","Lonestar",91,39,85,20
"If You Don't Wanna Love Me","Tamar Braxton",93,89,92,6
"Ryde Or Die, Chick","The Lox Featuring Timbaland And EVE",97,73,97,7
"Then The Morning Comes","Smash Mouth",48,11,41,26
"He Can't Love U","Jagged Edge",77,15,69,20
"Blue (Da Ba Dee)","Eiffel 65",88,6,76,20
"Thank God I Found You","Mariah Carey Featuring Joe & 98 Degrees",89,1,82,20
"Because You Love Me","Jo Dee Messina",93,53,72,13
"Love Is Blind","Eve Featuring Faith Evans",99,34,87,16
"Amazed","Lonestar",1,1,3,31
"I Knew I Loved You","Savage Garden",2,1,1,20
"Breathe","Faith Hill",3,3,5,18
"Thank God I Found You","Mariah Carey Featuring Joe & 98 Degrees",4,1,2,13
"Maria Maria","Santana Featuring The Product G&B",5,5,6,4
"That's The Way It Is","Celine Dion",6,6,11,17
"Bye Bye Bye","'N Sync",7,7,13,6
"All The Small Things","Blink-182",8,6,8,14
"Show Me The Meaning Of Being Lonely","Backstreet Boys",9,9,12,10
"Get It On Tonite","Montell Jordan",10,4,7,20
"Hot Boyz","Missy 'Misdemeanor' Elliott Featuring NAS, EVE & Q-Tip",11,5,10,15
"What A Girl Wants","Christina Aguilera",12,1,4,15
"Smooth","Santana Featuring Rob Thomas",13,1,9,32
"From The Bottom Of My Broken Heart","Britney Spears",14,14,14,6
"Bring It All To Me","Blaque",15,5,15,20
"It Feels So Good","Sonique",16,16,17,7
"Say My Name","Destiny's Child",17,13,18,11
"Back At One","Brian McKnight",18,2,16,28
"Take A Picture","Filter",19,12,20,15
"I Need To Know","Marc Anthony",20,3,21,26
"Blue (Da Ba Dee)","Eiffel 65",21,6,19,13
"Never Let You Go","Third Eye Blind",22,22,22,7
"Thong Song","Sisqo",23,23,26,6
"Then The Morning Comes","Smash Mouth",24,11,23,19
"There You Go","P!nk",25,25,0,1
"He Can't Love U","Jagged Edge",26,15,24,13
"I Wanna Know","Joe",27,27,28,10
"Untitled (How Does It Feel)","D'Angelo",28,25,25,7
"American Pie","Madonna",29,29,35,3
"Forgot About Dre","Dr. Dre Featuring Eminem",30,30,30,7
